Token	Occurrences	Frequency	BaselineFrequency
rtb'ed	1	1.15517967549155e-07	
pro-hig	3	3.46553902647464e-07	
un-paid	1	1.15517967549155e-07	5.0487900088377e-09
complacent	1	1.15517967549155e-07	2.92829820512587e-07
chaplin	11	1.2706976430407e-06	4.58598425802758e-06
sup	49	5.66038040990858e-06	0.000473165867908258
joking	3	3.46553902647464e-07	1.35139279236556e-06
shoppers	2	2.31035935098309e-07	1.42544171249518e-06
wirr	1	1.15517967549155e-07	5.0487900088377e-09
spinkechah	1	1.15517967549155e-07	
rotors	8	9.24143740393237e-07	1.22180718213872e-06
dripping	2	2.31035935098309e-07	6.8158665119309e-07
greases	1	1.15517967549155e-07	8.91952901561328e-08
glycerin	1	1.15517967549155e-07	2.32244340406534e-07
nitrates	11	1.2706976430407e-06	4.34195940760043e-07
nlec	27	3.11898512382718e-06	1.17805100206213e-08
murdock	6	6.93107805294928e-07	1.45236859254231e-06
investments	5	5.77589837745773e-07	7.7397950835482e-06
canning	2	2.31035935098309e-07	3.95993429693171e-06
cashmere	2	2.31035935098309e-07	6.00806011051687e-07
caracul	1	1.15517967549155e-07	5.0487900088377e-09
facility--pakistani	1	1.15517967549155e-07	
yemeni	2	2.31035935098309e-07	9.72733541702731e-07
consular	1	1.15517967549155e-07	1.64927140288698e-06
jaman	7	8.08625772844082e-07	5.89025501031066e-08
af-	3	3.46553902647464e-07	9.12148061596679e-07
ascertaining	2	2.31035935098309e-07	2.55805360447777e-07
improperly	17	1.96380544833563e-06	1.65936898290466e-06
designating	3	3.46553902647464e-07	1.19824616209748e-06
preview	1	1.15517967549155e-07	1.01059946676901e-05
afghan-pak	2	2.31035935098309e-07	
fireworks	4	4.62071870196618e-07	5.01513140877879e-06
pronouncement	1	1.15517967549155e-07	3.28171350574451e-07
conciliatory	1	1.15517967549155e-07	5.89025501031066e-07
charsadda	3	3.46553902647464e-07	7.06830601237279e-08
sikander	1	1.15517967549155e-07	1.85122300324049e-07
deadliest	2	2.31035935098309e-07	1.64085675287225e-06
us-funded	2	2.31035935098309e-07	2.18780900382967e-08
necessitating	1	1.15517967549155e-07	9.28977361626138e-07
dutch-led	1	1.15517967549155e-07	3.3658600058918e-09
huey	14	1.61725154568816e-06	4.02893442705249e-06
marbling	2	2.31035935098309e-07	1.66610070291644e-07
mikes	27	3.11898512382718e-06	1.95219880341725e-07
resurfaces	1	1.15517967549155e-07	2.99561540524371e-07
seeping	1	1.15517967549155e-07	1.64927140288698e-07
kater	1	1.15517967549155e-07	2.12049180371184e-07
elms	10	1.15517967549155e-06	7.94342961390466e-07
xxxxxx	5	5.77589837745773e-07	2.3392727040948e-07
k-span	3	3.46553902647464e-07	
huron	3	3.46553902647464e-07	7.13225735248473e-06
district-discussed	1	1.15517967549155e-07	
occ	58	6.70004211785097e-06	7.4722092130798e-07
bolsters	1	1.15517967549155e-07	1.69975930297536e-07
contingencies	5	5.77589837745773e-07	4.7626919083369e-07
firsthand	1	1.15517967549155e-07	8.02757611405195e-07
medeac	2	2.31035935098309e-07	
defends	2	2.31035935098309e-07	2.84246877497563e-06
dahana	4	4.62071870196618e-07	8.41465001472951e-09
chanagan	1	1.15517967549155e-07	
shibirghan	6	6.93107805294928e-07	5.0487900088377e-09
gait	1	1.15517967549155e-07	1.93873536339368e-06
goue	1	1.15517967549155e-07	8.41465001472951e-09
shakhil	1	1.15517967549155e-07	
dihyak	6	6.93107805294928e-07	
zeyaratga	1	1.15517967549155e-07	
trutil	1	1.15517967549155e-07	
ahangaran	3	3.46553902647464e-07	6.73172001178361e-09
burjak	7	8.08625772844082e-07	5.0487900088377e-09
giya	2	2.31035935098309e-07	6.39513401119443e-08
sagak	2	2.31035935098309e-07	
aborda	2	2.31035935098309e-07	
hmd	2	2.31035935098309e-07	2.17097970380021e-07
omarkhail	2	2.31035935098309e-07	
appache	3	3.46553902647464e-07	
rukhi	1	1.15517967549155e-07	
pooin	1	1.15517967549155e-07	
conduncted	1	1.15517967549155e-07	
kansaf	2	2.31035935098309e-07	
pataw	2	2.31035935098309e-07	
simultaniously	1	1.15517967549155e-07	8.41465001472951e-09
bushmatster	1	1.15517967549155e-07	
untilized	2	2.31035935098309e-07	
laster	1	1.15517967549155e-07	7.90977101384574e-08
depoloyed	3	3.46553902647464e-07	
mohamadullah	8	9.24143740393237e-07	
gaziabad	1	1.15517967549155e-07	3.3658600058918e-09
kushtuzi	1	1.15517967549155e-07	
howz-e	16	1.84828748078647e-06	1.85122300324049e-08
controll	8	9.24143740393237e-07	1.34634400235672e-08
bedrab	2	2.31035935098309e-07	
chinar	8	9.24143740393237e-07	4.37561800765934e-08
deridam	1	1.15517967549155e-07	
intersected	10	1.15517967549155e-06	6.58025631151847e-07
teamed	4	4.62071870196618e-07	5.28608313925308e-06
rahela	7	8.08625772844082e-07	3.3658600058918e-09
abcess	5	5.77589837745773e-07	
thir	2	2.31035935098309e-07	7.90977101384574e-08
ramgmy	1	1.15517967549155e-07	
chk	27	3.11898512382718e-06	2.32244340406534e-07
raverse	1	1.15517967549155e-07	
bruses	1	1.15517967549155e-07	3.3658600058918e-09
hygien	1	1.15517967549155e-07	3.3658600058918e-09
decorticate	1	1.15517967549155e-07	6.73172001178361e-09
chevrolet	6	6.93107805294928e-07	1.50605405963629e-05
xaoa	1	1.15517967549155e-07	
netted	2	2.31035935098309e-07	8.34733281461167e-07
objhippo	1	1.15517967549155e-07	
malakashay	9	1.03966170794239e-06	
cali	5	5.77589837745773e-07	1.95388173342019e-06
vampire	19	2.19484138343394e-06	1.95943540242991e-05
rhakka	1	1.15517967549155e-07	
defecating	2	2.31035935098309e-07	1.58195420276915e-07
uncontrollably	2	2.31035935098309e-07	3.11342050544992e-07
manje	6	6.93107805294928e-07	4.37561800765934e-08
torre	5	5.77589837745773e-07	4.21405672737654e-06
handoff	12	1.38621561058986e-06	2.96195680518479e-07
nakumkheyl	20	2.31035935098309e-06	
lush	1	1.15517967549155e-07	2.64051717462212e-06
azarakhel	1	1.15517967549155e-07	
mamakhel	1	1.15517967549155e-07	
hexton	5	5.77589837745773e-07	1.17805100206213e-08
bodah	3	3.46553902647464e-07	
saleen	1	1.15517967549155e-07	4.05586130709962e-07
farely	1	1.15517967549155e-07	3.3658600058918e-09
buys	2	2.31035935098309e-07	4.29652029752089e-06
sterile	5	5.77589837745773e-07	1.88993039330825e-06
rahmatullo	1	1.15517967549155e-07	
zoyirov	3	3.46553902647464e-07	
breathed	2	2.31035935098309e-07	9.57587171676218e-07
sigh	3	3.46553902647464e-07	1.01480679177638e-06
acquitted	1	1.15517967549155e-07	4.06427595711435e-06
insuring	3	3.46553902647464e-07	2.76000520483128e-07
first-rate	1	1.15517967549155e-07	5.38537600942689e-07
fixation	15	1.73276951323732e-06	1.94883294341135e-06
jeong-kyu	1	1.15517967549155e-07	5.0487900088377e-09
zaytun	1	1.15517967549155e-07	4.20732500736475e-08
irbil	1	1.15517967549155e-07	3.70244600648098e-08
rokg	2	2.31035935098309e-07	
enagement	7	8.08625772844082e-07	3.3658600058918e-09
antihelminthic	1	1.15517967549155e-07	3.3658600058918e-08
multi-layered	1	1.15517967549155e-07	3.56781160624531e-07
dominant	16	1.84828748078647e-06	2.21086514487003e-05
school-grounds	1	1.15517967549155e-07	
rewrites	1	1.15517967549155e-07	6.00806011051687e-07
pns	1	1.15517967549155e-07	7.77513661361007e-07
role-confusion	1	1.15517967549155e-07	
buttress	1	1.15517967549155e-07	6.86635441201928e-07
substitute	2	2.31035935098309e-07	1.01615313577874e-05
acceptably	1	1.15517967549155e-07	1.80073510315211e-07
tfcincireports	1	1.15517967549155e-07	
observable	4	4.62071870196618e-07	2.62200494458971e-06
observible	1	1.15517967549155e-07	
warhiet	1	1.15517967549155e-07	
keyi	1	1.15517967549155e-07	8.41465001472951e-09
consrtuction	1	1.15517967549155e-07	
heydarabad	13	1.50173357813901e-06	1.51463700265131e-08
mohamedullah	1	1.15517967549155e-07	
abraishem	1	1.15517967549155e-07	
obchakan	1	1.15517967549155e-07	
toorjan	2	2.31035935098309e-07	
mod-lno	2	2.31035935098309e-07	
lics	2	2.31035935098309e-07	4.88049700854312e-08
mengar	1	1.15517967549155e-07	
abdulrahman	1	1.15517967549155e-07	1.34634400235672e-07
jaiuy	2	2.31035935098309e-07	
pang	4	4.62071870196618e-07	1.43385636250991e-06
haft	103	1.18983506575629e-05	4.40927660771826e-07
zelok	1	1.15517967549155e-07	
naserullah	1	1.15517967549155e-07	
amanullahs	11	1.2706976430407e-06	
abrishim	3	3.46553902647464e-07	
shirdad	1	1.15517967549155e-07	
hawse	7	8.08625772844082e-07	1.51463700265131e-08
gerschk	1	1.15517967549155e-07	
constrained	8	9.24143740393237e-07	2.32244340406534e-06
argon	2	2.31035935098309e-07	1.6644177729135e-06
mods	12	1.38621561058986e-06	1.73173497303133e-06
hangover	1	1.15517967549155e-07	8.212698414376e-07
particpation	1	1.15517967549155e-07	3.3658600058918e-09
cornerstones	1	1.15517967549155e-07	3.61829950633369e-07
zaye	6	6.93107805294928e-07	
xsaf	26	3.00346715627802e-06	
usxwia	1	1.15517967549155e-07	
bicept	2	2.31035935098309e-07	
badgers	1	1.15517967549155e-07	1.23695355216524e-06
eir	1	1.15517967549155e-07	8.90269971558382e-07
cleansweep	1	1.15517967549155e-07	2.86098100500803e-08
cpu	2	2.31035935098309e-07	1.15448998202089e-05
saberi	3	3.46553902647464e-07	7.90977101384574e-08
buzsaw	1	1.15517967549155e-07	
nites	1	1.15517967549155e-07	2.86098100500803e-08
acknowledgement	2	2.31035935098309e-07	1.0080750717646e-06
bde-worth	1	1.15517967549155e-07	
proposition	2	2.31035935098309e-07	7.99728337399892e-06
lays	5	5.77589837745773e-07	3.49376268611569e-06
implicitly	1	1.15517967549155e-07	2.24166276392394e-06
nanagarhar	3	3.46553902647464e-07	
jock	1	1.15517967549155e-07	2.49073640435993e-06
stirrup	1	1.15517967549155e-07	6.96733021219603e-07
cohen	17	1.96380544833563e-06	1.74654475705726e-05
raidiates	1	1.15517967549155e-07	
asprin	4	4.62071870196618e-07	1.53146630268077e-07
grion	1	1.15517967549155e-07	8.41465001472951e-09
frendlies	1	1.15517967549155e-07	3.3658600058918e-09
quadarent	1	1.15517967549155e-07	
oe-grid-oe	13	1.50173357813901e-06	
dust-off	8	9.24143740393237e-07	3.3658600058918e-09
trn-in	1	1.15517967549155e-07	
lalum	2	2.31035935098309e-07	
clinically	3	3.46553902647464e-07	1.52473458266899e-06
xita	5	5.77589837745773e-07	1.00975800176754e-08
drain	24	2.77243122117971e-06	5.77413284010739e-06
borken	2	2.31035935098309e-07	2.40658990421264e-07
zarsho	1	1.15517967549155e-07	
ttl	1	1.15517967549155e-07	1.4153441324775e-06
presentted	1	1.15517967549155e-07	
alinger	5	5.77589837745773e-07	
extreemely	1	1.15517967549155e-07	
deportation	1	1.15517967549155e-07	2.9989812652496e-06
shurakian	3	3.46553902647464e-07	
havolah	1	1.15517967549155e-07	
khid	1	1.15517967549155e-07	1.51463700265131e-08
vetrinary	1	1.15517967549155e-07	5.0487900088377e-09
powerlines	6	6.93107805294928e-07	1.24536820217997e-07
apperaed	1	1.15517967549155e-07	
surkhsang	1	1.15517967549155e-07	
nikeh	2	2.31035935098309e-07	5.0487900088377e-09
repacked	4	4.62071870196618e-07	3.53415300618639e-08
daigal	1	1.15517967549155e-07	
worskay	1	1.15517967549155e-07	
wadam	1	1.15517967549155e-07	
saifaly	1	1.15517967549155e-07	
nephews	2	2.31035935098309e-07	1.29753903227129e-06
cacwan	1	1.15517967549155e-07	
khola	5	5.77589837745773e-07	4.88049700854312e-08
shelby	3	3.46553902647464e-07	8.20428376436127e-06
sheerbat	1	1.15517967549155e-07	
spi	5	5.77589837745773e-07	1.46078324255704e-06
nasib	3	3.46553902647464e-07	2.35610200412426e-08
gfar	1	1.15517967549155e-07	1.00975800176754e-08
gortop	1	1.15517967549155e-07	
rakhmatullah	1	1.15517967549155e-07	
bazak	3	3.46553902647464e-07	
marzek	7	8.08625772844082e-07	
furi	3	3.46553902647464e-07	5.38537600942689e-08
outer-wall	1	1.15517967549155e-07	
morqur	2	2.31035935098309e-07	
jbad-abad	1	1.15517967549155e-07	
sens	2	2.31035935098309e-07	1.36653916239207e-06
emergancy	1	1.15517967549155e-07	6.73172001178361e-09
sheerboz	1	1.15517967549155e-07	
craftsmanship	1	1.15517967549155e-07	7.82562451369844e-07
sleeves	2	2.31035935098309e-07	2.21305295387386e-06
deadmen	1	1.15517967549155e-07	8.41465001472951e-09
walkways	2	2.31035935098309e-07	9.62635961685056e-07
landscaping	4	4.62071870196618e-07	1.43553929251285e-06
timeliness	4	4.62071870196618e-07	1.26219750220943e-07
brm	1	1.15517967549155e-07	3.49881147612453e-06
short-listed	1	1.15517967549155e-07	1.91854020335833e-07
kazak	2	2.31035935098309e-07	1.75024720306374e-07
smelter	3	3.46553902647464e-07	9.00367551576057e-07
sar-e-pol	17	1.96380544833563e-06	
evict	1	1.15517967549155e-07	6.8158665119309e-07
evicted	3	3.46553902647464e-07	1.40861241246572e-06
open-top	1	1.15517967549155e-07	1.95219880341725e-07
eviction	6	6.93107805294928e-07	1.03500195181173e-06
hometowns	2	2.31035935098309e-07	1.6829300029459e-07
gorno-badakhshan	1	1.15517967549155e-07	1.46414910256293e-07
unvie	1	1.15517967549155e-07	
vienna	2	2.31035935098309e-07	3.14573276150648e-05
us-uk-unodc	1	1.15517967549155e-07	
cultivator	1	1.15517967549155e-07	1.44731980253348e-07
kahel	1	1.15517967549155e-07	3.3658600058918e-09
sexy	1	1.15517967549155e-07	3.18073770556775e-06
barricaded	3	3.46553902647464e-07	3.38268930592126e-07
french-	1	1.15517967549155e-07	9.92928701738082e-08
simca	11	1.2706976430407e-06	7.45537991305034e-07
locatin	2	2.31035935098309e-07	
distroed	2	2.31035935098309e-07	
programmable	15	1.73276951323732e-06	2.65566354464863e-06
porthole	1	1.15517967549155e-07	1.85122300324049e-07
rgs	3	3.46553902647464e-07	4.81317980842528e-07
ohdaca	1	1.15517967549155e-07	
databases	1	1.15517967549155e-07	5.6243520698452e-06
correlations	1	1.15517967549155e-07	1.08380692189716e-06
stuart	1	1.15517967549155e-07	2.91954696911055e-05
engle	2	2.31035935098309e-07	7.23659901266738e-07
kkcc	1	1.15517967549155e-07	
withint	1	1.15517967549155e-07	
pertinet	3	3.46553902647464e-07	8.41465001472951e-09
proffesionals	2	2.31035935098309e-07	
dirstrict	2	2.31035935098309e-07	5.0487900088377e-09
resection	12	1.38621561058986e-06	5.18342440907338e-07
oe-ghz	5	5.77589837745773e-07	
baf-ghz	5	5.77589837745773e-07	
everbright	6	6.93107805294928e-07	2.52439500441885e-08
crimps	14	1.61725154568816e-06	5.72196201001607e-08
programmed	20	2.31035935098309e-06	4.59608183804526e-06
aslamu	1	1.15517967549155e-07	
alaikum	1	1.15517967549155e-07	2.01951600353508e-08
righteous	1	1.15517967549155e-07	3.87242193677852e-06
disobeying	1	1.15517967549155e-07	3.97171480695233e-07
repent	86	9.9345452092273e-06	8.07806401414033e-07
disobeyed	6	6.93107805294928e-07	4.81317980842528e-07
occupiers	4	4.62071870196618e-07	8.02757611405195e-07
muhahideens	1	1.15517967549155e-07	
aliens	1	1.15517967549155e-07	9.6095303168211e-06
collation	6	6.93107805294928e-07	5.25074160919121e-07
collaborator	1	1.15517967549155e-07	3.21103044562078e-06
purified	1	1.15517967549155e-07	1.70144223297831e-06
deviling	1	1.15517967549155e-07	
dignity	4	4.62071870196618e-07	5.33657103934145e-06
ajew	1	1.15517967549155e-07	2.18780900382967e-08
non-islamic	1	1.15517967549155e-07	1.46414910256293e-07
behaviors	2	2.31035935098309e-07	4.17366640730584e-06
agaist	1	1.15517967549155e-07	2.69268800471344e-08
wurzi	2	2.31035935098309e-07	
darnami	1	1.15517967549155e-07	
upside-down	4	4.62071870196618e-07	9.59270101679164e-07
nayebkahil	1	1.15517967549155e-07	
scorch	7	8.08625772844082e-07	1.93536950338779e-07
hans	2	2.31035935098309e-07	2.88605666205193e-05
moveing	10	1.15517967549155e-06	3.3658600058918e-09
herc	2	2.31035935098309e-07	2.84415170497857e-07
janur	1	1.15517967549155e-07	3.3658600058918e-09
re-supplying	6	6.93107805294928e-07	1.17805100206213e-08
fecal	3	3.46553902647464e-07	9.86196981726298e-07
mullawis	1	1.15517967549155e-07	
democracytying	1	1.15517967549155e-07	
solidifying	1	1.15517967549155e-07	3.26488420571505e-07
aeg	6	6.93107805294928e-07	1.54492974270434e-06
carved	6	6.93107805294928e-07	9.42945680650589e-06
military-style	2	2.31035935098309e-07	1.80073510315211e-07
load-bearing	2	2.31035935098309e-07	2.92829820512587e-07
cowards	3	3.46553902647464e-07	3.56781160624531e-07
impressionable	1	1.15517967549155e-07	1.69975930297536e-07
belcher	12	1.38621561058986e-06	6.96733021219603e-07
salt-r	13	1.50173357813901e-06	
investgation	1	1.15517967549155e-07	
ebreham	1	1.15517967549155e-07	
extractio	1	1.15517967549155e-07	
berkoff	1	1.15517967549155e-07	2.25512620394751e-07
urson	1	1.15517967549155e-07	1.17805100206213e-08
langerbot	1	1.15517967549155e-07	
excluded	4	4.62071870196618e-07	8.36416211464113e-06
takhsirak	1	1.15517967549155e-07	
jooyee	2	2.31035935098309e-07	
comment-seh	1	1.15517967549155e-07	
comment-north	1	1.15517967549155e-07	
convergent	1	1.15517967549155e-07	2.16929677379727e-06
serajoddin	1	1.15517967549155e-07	
mopping	1	1.15517967549155e-07	1.90171090332887e-07
wahidollah	3	3.46553902647464e-07	
pttram	1	1.15517967549155e-07	
beem	1	1.15517967549155e-07	8.91952901561328e-08
broadsword	2	2.31035935098309e-07	3.28171350574451e-07
hlsbroadsword	1	1.15517967549155e-07	
misc-	2	2.31035935098309e-07	5.0487900088377e-09
iniatited	1	1.15517967549155e-07	
misc-head	1	1.15517967549155e-07	
ventilater	1	1.15517967549155e-07	
amblitory	2	2.31035935098309e-07	
titanium	20	2.31035935098309e-06	4.09625162717032e-06
deficets	1	1.15517967549155e-07	
renderred	1	1.15517967549155e-07	
district-provincial-nat	1	1.15517967549155e-07	
synthetic	2	2.31035935098309e-07	1.03752634681615e-05
rakhan	1	1.15517967549155e-07	
asmal	1	1.15517967549155e-07	3.3658600058918e-08
saifuli	1	1.15517967549155e-07	
chia	1	1.15517967549155e-07	1.09895329192367e-06
asadabd	2	2.31035935098309e-07	
ca-north	41	4.73623666951534e-06	
priortized	1	1.15517967549155e-07	
priotities	1	1.15517967549155e-07	
asam	3	3.46553902647464e-07	3.09659120542046e-07
infommed	1	1.15517967549155e-07	
asmars	2	2.31035935098309e-07	
swung	2	2.31035935098309e-07	1.57017369274853e-06
imv	2	2.31035935098309e-07	1.22853890215051e-07
permreps	6	6.93107805294928e-07	3.3658600058918e-09
build-up	2	2.31035935098309e-07	1.36485623238913e-06
environs	2	2.31035935098309e-07	1.68124707294296e-06
nuland	4	4.62071870196618e-07	9.92928701738082e-08
emphasizes	3	3.46553902647464e-07	3.78154371661944e-06
re-convene	1	1.15517967549155e-07	3.3658600058918e-09
working-level	2	2.31035935098309e-07	8.41465001472951e-09
sezer	1	1.15517967549155e-07	1.59878350279861e-07
fall-out	1	1.15517967549155e-07	2.27195550397697e-07
minimizing	3	3.46553902647464e-07	1.6644177729135e-06
mea	4	4.62071870196618e-07	9.08782201590787e-07
raghavan	7	8.08625772844082e-07	2.35610200412426e-07
murli	1	1.15517967549155e-07	7.23659901266738e-08
deora	1	1.15517967549155e-07	6.9000130120782e-08
stopover	1	1.15517967549155e-07	8.56611371499464e-07
read-out	1	1.15517967549155e-07	3.53415300618639e-08
indo-iranian	1	1.15517967549155e-07	1.26724629221826e-06
djwg	1	1.15517967549155e-07	
construed	1	1.15517967549155e-07	1.24200234217408e-06
pul-i-khumri	2	2.31035935098309e-07	3.3658600058918e-09
applaud	1	1.15517967549155e-07	3.80342180665774e-07
useu	3	3.46553902647464e-07	8.41465001472951e-09
coasi	1	1.15517967549155e-07	
asia-oceania	1	1.15517967549155e-07	2.69268800471344e-08
troika	5	5.77589837745773e-07	5.14976580901446e-07
sri	4	4.62071870196618e-07	3.61577511132927e-05
lanka	4	4.62071870196618e-07	2.18410655782319e-05
us-eu-india	1	1.15517967549155e-07	
us-india	2	2.31035935098309e-07	2.18780900382967e-08
cafes	1	1.15517967549155e-07	2.04812581358516e-06
barbershops	1	1.15517967549155e-07	3.3658600058918e-08
swat	6	6.93107805294928e-07	2.25512620394751e-06
tehreek-i	1	1.15517967549155e-07	
nafaz-i	1	1.15517967549155e-07	
shariat-i	1	1.15517967549155e-07	
mohammadi	2	2.31035935098309e-07	1.38000260241564e-07
tnsm	1	1.15517967549155e-07	
fazullah	1	1.15517967549155e-07	
campaigned	1	1.15517967549155e-07	4.85525305849893e-06
sluggishness	1	1.15517967549155e-07	5.2170830091323e-08
fanaticism	1	1.15517967549155e-07	5.48635180960364e-07
frustrate	3	3.46553902647464e-07	3.83708040671666e-07
advisers	2	2.31035935098309e-07	2.52439500441885e-06
dispassionately	1	1.15517967549155e-07	7.40489201296197e-08
suttles	3	3.46553902647464e-07	6.73172001178361e-08
morneo	1	1.15517967549155e-07	
agianst	2	2.31035935098309e-07	8.41465001472951e-09
tacticaly	1	1.15517967549155e-07	
questionning	2	2.31035935098309e-07	3.3658600058918e-09
hepatic	3	3.46553902647464e-07	1.90675969333771e-06
amps	2	2.31035935098309e-07	1.56344197273674e-06
